0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;204;154;209
0;231;164;28
0;124;231;154
0;204;28;209
0;231;164;28
0;124;231;154
0;28;204;231
0;202;231;231
0;21;28;16
0;213;204;231
0;16;145;102
0;223;204;213
0;84;231;204
0;23;209;124
0;204;204;136
0;223;145;223
0;30;28;213
0;102;154;231
0;124;124;213
0;21;154;21
0;124;154;58
0;16;209;102
0;124;34;202
0;34;154;231
0;21;28;16
0;209;204;88
0;209;23;16
0;136;84;231
0;102;154;16
0;204;231;16
0;145;124;28
0;209;63;209
0;16;102;225
0;22;22;22
0;225;77;88
0;231;231;34
0;209;231;34
0;136;166;204
0;88;154;34
0;58;231;88
0;34;16;225
0;30;145;34
0;19;231;166
0;204;84;88
0;136;88;154
0;88;28;34
0;154;222;124
0;34;77;23
0;34;16;225
0;102;231;34
0;21;102;102
0;19;21;21
0;90;90;55
0;124;124;124
0;27;75;231
0;34;154;231
0;164;213;231
0;27;77;231
0;161;84;231
0;84;69;231
0;202;102;231
0;63;124;231
0;27;202;231
0;202;215;231
0;204;154;209
0;231;164;28
0;124;231;154
0;204;28;209
0;231;164;28
0;124;231;154
0;28;204;231
0;202;231;231
0;21;28;16
0;213;204;231
0;16;145;102
0;223;204;213
0;84;231;204
0;23;209;124
0;204;204;136
0;223;145;223
0;30;28;213
0;102;154;231
0;124;124;213
0;21;154;21
0;124;154;58
0;16;209;102
0;124;34;202
0;34;154;231
0;21;28;16
0;209;204;88
0;209;23;16
0;136;84;231
0;102;154;16
0;204;231;16
0;145;124;28
0;209;63;209
0;16;102;225
0;22;22;22
0;225;77;88
0;231;231;34
0;209;231;34
0;136;166;204
0;88;154;34
0;58;231;88
0;34;16;225
0;30;145;34
0;19;231;166
0;204;84;88
0;136;88;154
0;88;28;34
0;154;222;124
0;34;77;23
0;34;16;225
0;102;231;34
0;21;102;102
0;19;21;21
0;90;90;55
0;124;124;124
